OC,B2_S2_veg,B3_S2_veg,B4_S2_veg,B8_S2_veg,B5_S2_veg,B6_S2_veg,B7_S2_veg,B8A_S2_veg,B11_S2_veg,B12_S2_veg,B2_S2_bare,B3_S2_bare,B4_S2_bare,B8_S2_bare,B5_S2_bare,B6_S2_bare,B7_S2_bare,B8A_S2_bare,B11_S2_bare,B12_S2_bare
19.1,0.5918975031166606,0.6699818192761096,0.6389994021791123,0.6102015601322496,0.4995066884792633,0.5461910397313499,0.5012889404352516,0.5050732096243461,0.5667575186534547,0.6937422176440087,0.2986963937621832,0.4497953248999289,0.489615972828787,0.601548718828582,0.5263225306644874,0.5118870342601864,0.5209288744083114,0.6102028916959559,0.49686290486860885,0.5381063668232267
10.4,0.5081783662591841,0.416848454979145,0.46330194151313053,0.3348020560683289,0.39658321064302143,0.3611250759637867,0.34100885364249567,0.37229588354928733,0.6212299597742325,0.7003909747952236,0.3015594541910331,0.44175650985369397,0.5903634409509924,0.7106359478631057,0.6177003983413965,0.5800208580871784,0.619622548718264,0.6917171585376791,0.7518797673207938,0.6216325584144549
20.9,0.7177914445960617,0.677153041722547,0.6318120374311982,0.5756280996004959,0.63539521803837,0.6532278765979049,0.6232010725373568,0.6398099995720712,0.7394066864539665,0.7828019870882973,0.2877717441752528,0.345232848435822,0.310621385640949,0.4021128560373315,0.3643077599456823,0.3296823033139453,0.31552397930955767,0.31207645950728646,0.2187727756275324,0.36247804295472497
11.3,0.6807067549874924,0.6295720091800731,0.6745983735431006,0.4710036678605868,0.6533846226516145,0.5292500559733166,0.5028348489748649,0.52454847871279,0.8067786356428066,0.8765086010970606,0.45396825396825397,0.5143028494121258,0.6619476382669909,0.7889967776353954,0.6846898273144841,0.6566872999154261,0.7190315186749687,0.6404103500860332,0.6531993390824109,0.5814392303250477
21.1,0.32830079640056475,0.2035866332501706,0.23188764523651265,0.16534431395509017,0.14457187678588423,0.15862058784694233,0.1638323000345598,0.1841265408255424,0.2165332532176397,0.25902626591670963,0.2877717441752528,0.345232848435822,0.310621385640949,0.4021128560373315,0.3643077599456823,0.3296823033139453,0.31552397930955767,0.31207645950728646,0.2187727756275324,0.36247804295472497
14.5,0.36506949021066293,0.25825769387567377,0.4040710855623588,0.25252703540432564,0.2908023181317099,0.24603464249384843,0.2508107578834703,0.3173408048216325,0.4516375582432507,0.468840642373204,0.38638366750208847,0.46489839467775007,0.5968834930334803,0.7475644606962666,0.6002510242178096,0.6134586548090342,0.6666028506441615,0.6595782331786635,0.5957244064190492,0.5618199757203199
15.9,0.4407877046034816,0.3243300329433354,0.3869544173131205,0.23593125774900123,0.3022951792520426,0.23168524379352284,0.2310564102267276,0.2615411295971388,0.2860820941196799,0.32725600819263717,0.335595238095238,0.5028696355597708,0.5471843310939597,0.6164903570337088,0.5839769965377806,0.5442819266231171,0.5572034530908325,0.6248265063974492,0.5535411149589189,0.5157795186803493
12.3,0.5909350832208359,0.48230928125386807,0.4450614695724816,0.27523591403774617,0.3352070078843356,0.31329556945570974,0.2936596767965881,0.28917632697370943,0.42540088429672385,0.560665711957088,0.34539125591757175,0.4736049317284763,0.44564296220772603,0.4799285825348911,0.45843829608448305,0.46282123789115404,0.4389254318559046,0.45454916127769573,0.556800434575949,0.5392453293443122
12.7,0.3971597750717599,0.31383665511019154,0.3603494318212128,0.27991329728612746,0.2769110914924886,0.34403647027208634,0.34682349559102543,0.37212471199259456,0.36760725864596433,0.3733348411029398,0.21089529379003064,0.3267967475139124,0.40246385235069315,0.5103399835932851,0.46544782826823416,0.5065765237559083,0.489183184185336,0.5059636132336269,0.48046897987822823,0.49398236767801684
13.8,0.7870142741986698,0.6831943565942882,0.6804947865822107,0.5032997830279653,0.5748805640583139,0.5757236276832678,0.582180232677323,0.5907648440649642,0.6875624716633665,0.8483171105559393,0.3426274018379281,0.4879670567232459,0.6332081059053876,0.7305250684953539,0.6740744811545696,0.6673238866606825,0.6748359957495018,0.6557128527975078,0.6273896018650547,0.6017541386851688
30.7,0.43737707687478944,0.29840120917144275,0.33854550640336945,0.21003452610552417,0.2705243206238811,0.23456113776051513,0.23280007929714938,0.2601086939384999,0.5303042701953437,0.861120481878098,0.24131161236424398,0.18727597316559508,0.14088247995765868,0.3023339356277712,0.22578883828615703,0.2744913895533152,0.20464568934477345,0.24606326502320042,0.2237568185419072,0.20633181320105298
15.2,0.3515956116691171,0.26399467183282355,0.3965529811204537,0.23194267461082788,0.27687450061772056,0.1903292324506909,0.19357114278334445,0.25044425775733736,0.41238512337277355,0.4266040878928318,0.35952079272254706,0.47119206683496295,0.4982882698591542,0.5701226214284563,0.5346762656247506,0.536275949380224,0.5446416496149082,0.5887153726340852,0.5357340636623587,0.512478573409658
9.5,0.41422886542620085,0.42940235270604343,0.24966899358044922,0.6404162074665931,0.3870695832033249,0.7857732368541985,0.7501150990406443,0.7076569992274758,0.5196363610667819,0.526512829820642,0.24455931495405175,0.377749340994993,0.4939523919304616,0.5219024283010472,0.5398828908204201,0.4419942821860521,0.5073356225135903,0.5283143190325132,0.6451664742762726,0.5612743649317757
7.8,0.4422074068807478,0.4902640576968281,0.39389995088693364,0.6799640962942555,0.42585591045747245,0.6856199560797411,0.7341182014692642,0.7249993806292357,0.5248084734199243,0.5527815973551947,0.4174175020885548,0.5640187915219648,0.6857657435337945,0.7329887565747497,0.6758738426028519,0.6425077785445346,0.6497027285740631,0.7675675014474788,0.7167289106176864,0.6503422949905353
11.2,0.6779417917508691,0.6583761354435539,0.645518174857453,0.5848580210772834,0.6699835740236724,0.6645264220024478,0.6333736813050458,0.6426388347721506,0.8038495195679771,0.8925397397070176,0.4195697577276524,0.5423785547915594,0.6301591373269735,0.7558670090987565,0.692443922856145,0.6729586833462182,0.6965899410726362,0.7197436127443384,0.6645390552499943,0.6083560292265513
23.5,0.3208559050043708,0.3074120801314554,0.3070612213398941,0.4444805586168893,0.31611655058488847,0.4662373602136472,0.47086758268379847,0.5085642084779471,0.30623030967253395,0.26963133449330223,0.25442355889724316,0.29911853721809245,0.2576459624707361,0.27456583864585626,0.36017720607918235,0.371912146982063,0.35411218154194746,0.31941742030711007,0.2923609696475862,0.3523190731891406
26.5,0.3373606086322152,0.29052478812813487,0.40100196345575323,0.3678773763603801,0.30306358762217195,0.28639283891467265,0.2417837131661967,0.3574062103743477,0.3962487710819427,0.3838417146001195,0.17802283486494014,0.23662812591528481,0.24103086958921738,0.37739465655812876,0.326564159201828,0.34495488530646345,0.3246875795870694,0.3712159638578778,0.2739480772277678,0.26395626929529814
5.2,0.3322963201985426,0.27168656023202276,0.34564751897218904,0.33521533613445376,0.3257299713194071,0.33925515986498606,0.34462642432801815,0.38243104151135476,0.39009192865539444,0.3681114963948151,0.35325814536340844,0.4989190923164899,0.6134498803466537,0.686824764488577,0.6246142009505593,0.5865844103958366,0.5898673036559556,0.6210981268399289,0.5368823702496548,0.4136684596043412
15.5,0.5213962578197566,0.4019779628277441,0.39787949623721364,0.3124526449924231,0.3522217646514853,0.3557696802590929,0.3311401208123905,0.35244673974490937,0.585139146690361,0.6607550061276897,0.35952079272254706,0.47119206683496295,0.4982882698591542,0.5701226214284563,0.5346762656247506,0.536275949380224,0.5446416496149082,0.5887153726340852,0.5357340636623587,0.512478573409658
8.8,0.40975934793051616,0.3588592135161929,0.3776368044286401,0.3653438834550212,0.3457418533743773,0.34269147043201015,0.339216950296267,0.38991304034468544,0.436909917029653,0.4595881318259438,0.25332428292954595,0.6946958813930462,0.7222061674237676,0.9903597145446061,0.7027268746598498,0.502703249606965,0.36337809236930174,0.8189958165819924,0.4224983590231093,0.49465756102883995
19.4,0.37317144017819737,0.26021714665973206,0.28644013487066833,0.19378960600633696,0.21761724215242167,0.19810398762381454,0.19433806776867515,0.2161243606404519,0.3414047767158751,0.4141966644715315,0.2524993038150933,0.46737750875186546,0.4987580080071954,0.6165332504061467,0.50470759046888,0.5315699083178107,0.5366693305465053,0.6265341238063393,0.495914533396709,0.5753920440853517
11.2,0.3495986093754131,0.2848122252592825,0.3819719838584804,0.3143963528034165,0.3450566060832662,0.32101291609907406,0.31492134557229845,0.37000984236450984,0.3966887083601076,0.41819098689539147,0.4195697577276524,0.5423785547915594,0.6301591373269735,0.7558670090987565,0.692443922856145,0.6729586833462182,0.6965899410726362,0.7197436127443384,0.6645390552499943,0.6083560292265513
11.9,0.6014191553614614,0.4806797160582009,0.5170311382531041,0.34571092781374835,0.4591203420648032,0.38162812230641235,0.35041453742485396,0.38378239590629715,0.6896139926496283,0.7589912641222737,0.4250487329434696,0.5440801126933432,0.6874174034736813,0.7459425550509626,0.7015222775129457,0.663359812380987,0.7199747077782366,0.6948681774813048,0.6362463502410538,0.5692448292010894
4.5,0.35746432209937884,0.279965546335863,0.29304568226442174,0.22771731643477064,0.1901108836563199,0.24094988700087733,0.203726869554501,0.23550053040660004,0.3838644227282084,0.4902566724348356,0.5574366471734891,0.7224424329488559,0.9040026236066148,0.9744130310065466,0.879281460904219,0.8702948669388941,0.8805076008395611,0.8962515596075908,0.7932459654602657,0.6572154753406658
10.5,0.9370818942611214,0.9555418275885954,0.8370698027902339,0.6564953850392615,0.8165533125718927,0.7501170723946164,0.7002143290045482,0.7097921391714846,0.7676378946926925,0.9469619867842094,0.4499533556112503,0.5800499309613802,0.6807674698756059,0.7745363494523052,0.6520141325216411,0.6752520352200735,0.6811458781582345,0.7019726487641382,0.6747153753876098,0.6087697840745303
14.8,0.6026618696073723,0.5424442115232403,0.5462820412969406,0.423177262708362,0.504296766630719,0.5361527482420005,0.47861641909218744,0.47893801562616134,0.5428048714049659,0.6254396209543231,0.33799081035923145,0.46720665560189123,0.6578726057154363,0.6664316467301845,0.6732980079384636,0.6287597739855031,0.6220200405729392,0.6273316643153628,0.6188565220343585,0.5646275979030357
18.1,0.667004235255226,0.5595063836939006,0.5380348869919367,0.5432200544152087,0.5395371054755251,0.5718198476596319,0.5464531045871037,0.5898459230764034,0.7291764351358074,0.7389309596731815,0.3204660957950432,0.4210030823302977,0.48517889555253224,0.5745312558643283,0.534904952941823,0.5008172011767695,0.49536265357560016,0.5567285344989275,0.4947964056947556,0.4751201480423939
24.15,0.5262995099330545,0.4825363983543094,0.5796511869820856,0.4023582793773246,0.5294712884711468,0.45564685334280314,0.4397926504951609,0.4693726787672946,0.46079190077750365,0.47281912688102967,0.23111876914508506,0.23913164758225358,0.225736238782837,0.3212588489920951,0.2913724607287149,0.3595719768312655,0.2994651748939572,0.31233904441925486,0.2461857661287279,0.2667839729862036
11.0,0.4439218360085113,0.41125001845326437,0.4832743514212382,0.42335807273729154,0.4149218917881429,0.38821096705215125,0.3846608732477994,0.4353050344707985,0.4805776809561183,0.4349411668933072,0.44851712614870504,0.5368484916107616,0.6658419190426867,0.757591680115526,0.7122989457337408,0.6842006042964892,0.6925502112076158,0.7208852862746378,0.6693676769048538,0.5725882108664451
18.4,0.7984311416290132,0.7428353071702003,0.68102112501996,0.5430952093952334,0.6791778629199385,0.6662787490298643,0.6066277753700834,0.6207266232581606,0.7702501647485326,0.853420087102203,0.3204660957950432,0.4210030823302977,0.48517889555253224,0.5745312558643283,0.534904952941823,0.5008172011767695,0.49536265357560016,0.5567285344989275,0.4947964056947556,0.4751201480423939
25.3,0.5176931820564217,0.473718576929672,0.4910342870372444,0.43359321187491384,0.5078693665853464,0.4767622573361951,0.4706529401564574,0.4933884986227447,0.6930195174868231,0.7339071727070894,0.1946523716699155,0.20740642593806524,0.18485603175170118,0.27602600053259274,0.25590819888350924,0.32531524940634005,0.2693832386338688,0.2999469937289503,0.23772662456712168,0.2539424168436115
17.4,0.2935025186992033,0.33260901904717566,0.23753618132216928,0.5751997520319603,0.2927981840281498,0.6448872373457248,0.6579080456942588,0.6236478010085609,0.19724895594677808,0.19801227818602646,0.38836118072960174,0.5071284118328012,0.5663106830793607,0.6529400725970329,0.5931181072490332,0.5811208368140051,0.574239872133768,0.6339938186533145,0.6227038772322944,0.5984541027657921
9.0,0.3673012105373661,0.3149217070575503,0.36741588098207645,0.26285688455710154,0.29641402774386655,0.2522456986659078,0.2508758741558097,0.28331144889965976,0.3521182751996871,0.39540339330518615,0.37028717627401847,0.508912258190491,0.6478912112425441,0.7450257092151047,0.6476158904002738,0.6327030939495981,0.6358596281692119,0.7027701892731615,0.5935266290939545,0.4192905241046301
5.8,0.36398325465341796,0.29573087986300295,0.42146514839365423,0.2568363410938145,0.33365688537143395,0.27914569546743256,0.29914873738342074,0.3421651850567231,0.4663492431825109,0.516965734035143,0.4677304372041215,0.6494260728880461,0.8971085127592355,0.8927065181841087,0.8650071176711476,0.8172509871271356,0.8201245290640999,0.8428554885954966,0.7591308481021257,0.6576819725648708
9.3,0.5151188797462798,0.5018640636018729,0.4783843828272838,0.4642146817743491,0.5092265553949253,0.5708165652585995,0.5345102978972991,0.521667841594238,0.6387157569804712,0.6886645817633998,0.23821358952937893,0.3849216864949303,0.4588519123429653,0.5693987957685687,0.4947091682340907,0.45639777721279917,0.4935144771623532,0.5311717647826333,0.7968266902061969,0.7576897020510418
8.3,0.4884734455665335,0.4673479422622906,0.36325496225122067,0.5891264292602286,0.42311824773618917,0.5761063512149969,0.5649413025039135,0.5818841934328682,0.5415238105224336,0.5893671833945151,0.2560637705374548,0.3208273476617527,0.3697726748773431,0.3930426949905903,0.4101054975367362,0.3808883884792793,0.34694078282939156,0.3715609123602468,0.4193748443901224,0.4551348795336847
9.7,1.0,1.0,0.7056381160071254,0.685052607108417,0.6954574757485663,0.7567545919306025,0.7237285384604438,0.6879812792371156,0.6832633954632665,0.8275694405509567,0.29851248491599375,0.3994197966498836,0.4947100341047215,0.5812337921136961,0.5225753382888163,0.4859207911545109,0.49226743011706464,0.5304378317988696,0.4226869770565025,0.3350989904684827
49.1,0.5492935215088314,0.44553334476489403,0.47773357246168846,0.3316421855627496,0.4230716775319389,0.3645668540098355,0.3415297838212109,0.35318548014747786,0.6380455934582923,0.7711167726381628,0.023086883876357545,0.09352989581444648,0.10058024567088686,0.12541485933654695,0.05718778419717463,0.1088978939558245,0.07622970255293371,0.04684938879692058,0.10712749824585233,0.04551303327771117
14.9,0.48926723308913556,0.4942045393894865,0.5792742148577517,0.5022020078523213,0.5445666875345534,0.5552588536938152,0.5667669698432072,0.6130441735229134,0.516451944602551,0.48438714075251,0.4042536897800056,0.49914224745115,0.5756089007802632,0.7333479885689163,0.6243695587043889,0.6003185787444676,0.726097533130176,0.6502646236147014,0.6079536452321133,0.561524436543192
19.6,0.380671023154896,0.32987396136511005,0.44307703140853494,0.2814609450337512,0.3759592630464765,0.30016268483838,0.2898805212871123,0.33400750902592125,0.561735851172638,0.575904954765328,0.3287997772208298,0.5041716062985537,0.6095261597607584,0.711932400045038,0.6485359579782624,0.6504236474671949,0.666999095451791,0.7356885514609341,0.6359530114755212,0.5555054401942374
10.1,0.4522379946663556,0.3689557042163154,0.4557980624344077,0.2729628736740598,0.3999861619964514,0.31229502079418964,0.29920179508680844,0.3466989790517546,0.6012960141910546,0.6355822223827131,0.38877749930381506,0.496994379280046,0.5797196507486047,0.7158260459280785,0.6020326579670938,0.6304123363651928,0.6481131826923923,0.6659218606016619,0.6283243928385507,0.546520139858232
17.0,0.45061927580447525,0.3648653252373657,0.4062582351516548,0.3913353251136519,0.3810287624234336,0.3931070945187702,0.39104709136464166,0.4433546021500049,0.532788890056483,0.5160946486532544,0.3521129211918685,0.4485766886567457,0.516769327181279,0.6538183143976966,0.5487751046377431,0.5574816713450352,0.5557623233715938,0.6215360401869081,0.5859894524795726,0.5171867398391359
23.5,0.4998667652330485,0.48465994324343653,0.6090550126801331,0.44893408182945305,0.533632668865224,0.4428638873830541,0.42807172147406836,0.5087826774384627,0.5241246330911703,0.47770987535243314,0.25442355889724316,0.29911853721809245,0.2576459624707361,0.27456583864585626,0.36017720607918235,0.371912146982063,0.35411218154194746,0.31941742030711007,0.2923609696475862,0.3523190731891406
11.9,0.649907039505248,0.49752044905593096,0.4667871554928217,0.3480033406805344,0.40618665204805776,0.4052503654326293,0.38508051144732003,0.3967644071270431,0.6455245271870981,0.733175460986303,0.4250487329434696,0.5440801126933432,0.6874174034736813,0.7459425550509626,0.7015222775129457,0.663359812380987,0.7199747077782366,0.6948681774813048,0.6362463502410538,0.5692448292010894
9.7,0.6359439751602995,0.6705666458097462,0.699851949532679,0.6242294048767048,0.6928628500831944,0.6887364191238201,0.6738977081242679,0.7339363376944544,0.7931496978907402,0.7393902592381771,0.29851248491599375,0.3994197966498836,0.4947100341047215,0.5812337921136961,0.5225753382888163,0.4859207911545109,0.49226743011706464,0.5304378317988696,0.4226869770565025,0.3350989904684827
13.9,0.024474634196883005,0.0241385732276633,0.00560088111899551,0.58409818845571,0.022459478932637528,0.44996067515711485,0.5822477606634529,0.6354924222802305,0.04309766903906073,0.02972428405492461,0.3426274018379281,0.4879670567232459,0.633208105905388,0.7305250684953541,0.6740744811545696,0.6673238866606823,0.6748359957495018,0.6557128527975078,0.6273896018650551,0.6017541386851688
18.3,0.6703145950863262,0.5785387967108901,0.5779263616962181,0.38699803691968593,0.5103043229790027,0.4445177997880259,0.4147590613513459,0.4300302478158735,0.6566118583839623,0.7122187304896672,0.3204660957950432,0.4210030823302977,0.48517889555253224,0.5745312558643283,0.534904952941823,0.5008172011767695,0.49536265357560016,0.5567285344989275,0.4947964056947556,0.4751201480423939
12.1,0.4595940122442296,0.4313385259873064,0.5258899831749516,0.4104021731643477,0.49997239052176595,0.43251941706832137,0.4408272757112204,0.4864019964008929,0.6547654894963266,0.6763015045069957,0.34539125591757175,0.4736049317284763,0.44564296220772603,0.4799285825348911,0.45843829608448305,0.46282123789115404,0.4389254318559046,0.45454916127769573,0.556800434575949,0.5392453293443122
17.3,0.23930544123496025,0.1639762753476879,0.09073470088862287,0.39811785369885655,0.14332113415744857,0.40769432855667026,0.4418884297789736,0.4396271162772889,0.2874588926482379,0.25557676780443084,0.38836118072960174,0.5071284118328012,0.5663106830793607,0.6529400725970329,0.5931181072490332,0.5811208368140051,0.574239872133768,0.6339938186533145,0.6227038772322944,0.5984541027657921
8.1,0.26549663145440405,0.1964426648557863,0.17946967134787806,0.26492974238875866,0.16481660986210567,0.284599505794571,0.2765678611643899,0.2974308500694822,0.3579901841559211,0.42525152986349934,0.4488095238095238,0.5960752590691643,0.7340643497968977,0.8287857422430018,0.7381813862706061,0.6999392936268685,0.6944822559256689,0.7510580867182592,0.7084493334238697,0.6015358943697513
34.9,0.41178141719861827,0.307103200874855,0.40593105179845934,0.22867517908802862,0.32407672906852275,0.2514255768122028,0.24382402303283138,0.26884970461645186,0.5919137248805503,0.861263023122407,0.18338902812587016,0.101730847013208,0.1609491741159128,0.1797688047225603,0.12946893132112147,0.1420088102069721,0.16106666432479444,0.15333572541120644,0.13017813087073615,0.012378544765091704
21.5,0.6931961850799547,0.5681595452207181,0.49256706992014954,0.33009023281443717,0.3772432701065194,0.41099668588758914,0.3904055754964091,0.38064725371003094,0.3965131893423941,0.4308043032251382,0.2877717441752528,0.345232848435822,0.310621385640949,0.4021128560373315,0.3643077599456823,0.3296823033139453,0.31552397930955767,0.31207645950728646,0.2187727756275324,0.36247804295472497
19.8,0.4320476861967263,0.3348290887039903,0.2848803237977168,0.4222366200578592,0.28414943181024377,0.42728157216265866,0.4266246931998594,0.4164401271174035,0.40673204332174073,0.535359889717423,0.4658660540239487,0.6172540760680065,0.8701996603598368,0.992697403342466,0.8578912192934094,0.8273033398882379,0.9014938218479129,0.9875264012003879,0.8722799393404403,0.6141213165588326
2.7,0.6738497980817233,0.6095573147036746,0.6941546915781227,0.5535714285714285,0.6564748883479354,0.5883507704908129,0.5752417321024911,0.6426005463976271,0.7630379287479409,0.7573251153554613,0.5811879235124848,0.7569410545009927,0.8914558527316792,0.9700979577393045,0.9009243222257479,0.886013839669453,0.8875023052806299,0.8728966703906966,0.8973812272243724,0.8267897928346146
4.0,0.998989724971234,0.9533104020767587,0.8794400470290507,0.6900055104008816,0.8829092007421959,0.7826677087681688,0.7367710866386473,0.7333327327313801,0.8172641873503672,0.864471784910964,0.5916527429685323,0.7363910235847084,0.9009426150993756,0.9585864489113127,0.9604175936775934,0.9324602684570722,0.9336570971906315,0.9169024766160794,0.9550711844458024,0.9294206977452635
11.9,0.22152915836038292,0.15105047336881652,0.14977173626603418,0.2013018322082931,0.14537354958762083,0.2702473733547331,0.29237182163254205,0.32016513550706205,0.22705755587716317,0.30353714513961283,0.4250487329434696,0.5440801126933432,0.6874174034736813,0.7459425550509626,0.7015222775129457,0.663359812380987,0.7199747077782366,0.6948681774813048,0.6362463502410538,0.5692448292010894
9.9,0.5155662872590191,0.47614872990439494,0.5615778630588301,0.3885327696652431,0.5226554064348048,0.47293502201890497,0.4413361473209838,0.4439176664812309,0.6944008749509061,0.7288992236570317,0.33507101086048446,0.5329897674072628,0.6818346629953491,0.8826991369496018,0.7714403223604787,0.7944388811348457,0.8359852110758854,0.8904450080324886,0.692214602053673,0.38575137425717343
14.1,0.6172197048903085,0.5159566796842617,0.5210604723745225,0.4305431188868989,0.476594147988134,0.47249488995741656,0.46156077916684446,0.4980304009693717,0.6230626518552931,0.682513135175663,0.3815743061357097,0.43630548078308884,0.5565206473727675,0.712567936846658,0.6201911400505948,0.5891095187938977,0.6342270503824567,0.6644800900291126,0.6243664320258331,0.5834322252887567
14.6,0.24501767297655588,0.23331569390519905,0.12422262835634107,0.7165436871469899,0.18601935856861823,0.6779654854451609,0.7124127773561297,0.6903146178257159,0.2528679693521001,0.22176915223753324,0.3666597048175995,0.44893234215261035,0.6178203933461699,0.7140459709719102,0.6249013896743245,0.59876200507443,0.6712977193090306,0.6610289740432367,0.6038794957108258,0.554249626029272
17.8,0.5136695528629068,0.4035677825308339,0.4096011954995218,0.3767801177848188,0.37194757259463235,0.39374132208563545,0.3843955847308611,0.398199095043007,0.5765090817414861,0.6819904839465298,0.34465628356605776,0.464768386887245,0.5348576475396034,0.62505601031892,0.5807244702773602,0.5602382891921156,0.5580277085322358,0.6229189796234573,0.5766460695774196,0.5640264517306579
